"BESTSELLING","DESCRIPTION","GRADE","IMAGEURL","NAME","NEWARRIVAL","PRICE","PRODUCTCODE","QUANTITY","RECOMMENDED","STATUS"
"true","Quibusdam similique ad sit quaerat temporibus eius et tenetur deserunt atque asperiores voluptatem ut placeat autem error pariatur similique neque.","ECONOMY","http://lorempixel.com/g/1600/1200/sports/","Fantastic Concrete Bottle","true","1491.32","PRD6106","93","false","DISCONTINUED"
"false","Maiores nihil odio voluptatibus tempora enim dignissimos soluta nisi non aspernatur sint minima vitae occaecati est aut assumenda eaque tenetur.","LUXURY","http://lorempixel.com/1024/768/abstract/","Practical Granite Plate","false","1337.85","PRD6107","114","false","PRE_ORDER"
"true","Id magnam ratione sunt quia rerum voluptatem earum asperiores eos magni voluptatem facere veniam et alias.","BUDGET","http://lorempixel.com/g/640/200/food/","Aerodynamic Linen Knife","false","103.53","PRD6108","465","true","DELETED"
"true","Et occaecati ab ut qui itaque facilis culpa debitis modi eum ea voluptatem voluptatem iure nulla nemo quidem sunt.","BUDGET","http://lorempixel.com/640/480/fashion/","Sleek Marble Keyboard","true","784.76","PRD6109","413","true","DISCONTINUED"
"false","Est dolorum adipisci nihil ratione voluptas quo perferendis qui vel doloribus eum excepturi quia dolorum nihil.","BUDGET","http://lorempixel.com/g/1920/1200/transport/","Small Linen Plate","true","1018.03","PRD6110","451","true","DELETED"
"false","Ipsum quo qui quis dolor est eos vel numquam vel recusandae asperiores cum veritatis facilis consequatur numquam et officiis placeat.","BUDGET","http://lorempixel.com/g/640/480/nightlife/","Durable Cotton Keyboard","true","1542.68","PRD6111","362","false","HIDDEN"
"false","Qui voluptatum sed natus neque quis sint eos et nostrum quia id qui iste et nihil ducimus.","ECONOMY","http://lorempixel.com/g/1600/1200/cats/","Durable Linen Pants","false","1188.85","PRD6112","317","true","AVAILABLE"
"true","In nemo nihil aperiam totam quisquam harum ab sed consequatur ea exercitationem ut eaque mollitia fugiat delectus.","LUXURY","http://lorempixel.com/1366/768/cats/","Gorgeous Linen Pants","false","1297.63","PRD6113","368","true","HIDDEN"
"true","Vitae error quasi est maiores omnis soluta quibusdam sunt cumque error nostrum voluptatibus dolor ad ipsam voluptatum.","ECONOMY","http://lorempixel.com/1600/1200/sports/","Synergistic Paper Shirt","true","673.87","PRD6114","447","true","DELETED"
"false","Molestiae facilis quia doloribus eos voluptatem occaecati dolorem nobis dolorum in sapiente vel voluptas aut reprehenderit.","BUDGET","http://lorempixel.com/g/1680/1050/people/","Practical Rubber Gloves","true","1866.59","PRD6115","444","true","DISCONTINUED"
"false","Amet voluptatem ex similique adipisci non iusto culpa harum et velit consequatur nulla hic consequatur dolorum.","STANDARD","http://lorempixel.com/1600/1200/city/","Enormous Paper Clock","true","1006.85","PRD6116","369","true","DELETED"
"true","Animi nihil et quam quo autem dignissimos ut explicabo in vel id praesentium quod consectetur unde culpa.","STANDARD","http://lorempixel.com/g/1024/768/cats/","Ergonomic Aluminum Knife","false","1006.32","PRD6117","389","false","AVAILABLE"
"true","Et et vel reiciendis odit quibusdam assumenda tempore quisquam sapiente ipsum sint animi a quam et accusamus voluptatum laudantium.","STANDARD","http://lorempixel.com/g/1600/1200/nature/","Rustic Silk Lamp","true","1714.43","PRD6118","44","false","DISCONTINUED"
"false","Dicta quod qui laudantium saepe eos accusantium quidem commodi mollitia architecto quo labore consequatur ab fugiat reprehenderit.","STANDARD","http://lorempixel.com/g/640/200/fashion/","Heavy Duty Bronze Pants","false","666.35","PRD6119","329","false","DELETED"
"false","Tempora ullam vero dolorem voluptatem at praesentium illum voluptatem sapiente tempora rerum voluptatem voluptates voluptatem.","STANDARD","http://lorempixel.com/1600/1200/sports/","Incredible Silk Plate","false","831.83","PRD6120","384","false","AVAILABLE"
"false","Aut possimus est ea facilis dolores non corrupti nobis quas culpa dolores excepturi sunt impedit exercitationem.","BUDGET","http://lorempixel.com/640/480/nightlife/","Ergonomic Wool Pants","false","361.66","PRD6121","20","true","DELETED"
"true","Cum voluptatibus in dolor dolorem dolores ex qui rerum qui ut debitis omnis dignissimos commodi suscipit non eligendi officia.","BUDGET","http://lorempixel.com/g/1366/768/food/","Heavy Duty Rubber Gloves","true","244.37","PRD6122","497","false","DISCONTINUED"
"false","Suscipit vitae unde maxime quasi qui qui consectetur occaecati est voluptatem architecto est placeat et modi.","BUDGET","http://lorempixel.com/g/640/350/fashion/","Ergonomic Paper Shoes","true","1080.81","PRD6123","16","true","DELETED"
"false","Voluptatibus illo soluta modi recusandae ea eligendi voluptatibus eum sed facilis odio sit quod iure atque minima.","PREMIUM","http://lorempixel.com/g/1920/1200/city/","Awesome Bronze Wallet","true","1816.42","PRD6124","137","false","DELETED"
"true","Sunt possimus voluptas rem ut aut possimus modi minima ab voluptas veritatis officiis ipsam voluptate sint.","ECONOMY","http://lorempixel.com/640/480/food/","Mediocre Paper Car","false","667.86","PRD6125","91","false","AVAILABLE"
"false","Quos maiores minus et animi non dolor ratione a harum ex porro neque aut et necessitatibus esse velit.","BUDGET","http://lorempixel.com/1920/1200/city/","Practical Steel Hat","false","33.17","PRD6126","387","true","PRE_ORDER"
"true","Ratione qui amet sed voluptas illo et aut non deleniti distinctio numquam non temporibus dolores.","BUDGET","http://lorempixel.com/g/1600/1200/cats/","Awesome Silk Hat","true","1379.03","PRD6127","394","true","AVAILABLE"
"true","Culpa rerum ut aliquam distinctio delectus architecto mollitia est aperiam delectus eligendi fuga libero animi.","LUXURY","http://lorempixel.com/g/1920/1200/abstract/","Small Granite Bottle","false","595.73","PRD6128","113","true","PRE_ORDER"
"true","Libero repellat recusandae asperiores voluptas consequuntur eius perspiciatis perspiciatis non eos quam occaecati error incidunt reprehenderit natus.","PREMIUM","http://lorempixel.com/g/320/200/cats/","Enormous Cotton Lamp","false","1581.84","PRD6129","151","false","HIDDEN"
"false","Commodi ut sed dicta ea autem et unde asperiores sed consequatur mollitia debitis et debitis aut omnis eum.","LUXURY","http://lorempixel.com/g/1280/1024/city/","Awesome Plastic Coat","true","948.14","PRD6130","141","false","AVAILABLE"
"false","Voluptas eius eos et sed ut reiciendis sapiente cum quibusdam ut fugiat suscipit quis voluptatem.","STANDARD","http://lorempixel.com/g/320/200/food/","Lightweight Concrete Coat","true","1826.4","PRD6131","411","false","PRE_ORDER"
"false","Voluptatem quia tempore temporibus omnis nisi sed consequatur impedit cupiditate quod sint earum tenetur error voluptas provident doloribus aut.","ECONOMY","http://lorempixel.com/1024/768/nightlife/","Incredible Granite Table","true","348.34","PRD6132","318","false","AVAILABLE"
"true","Earum et reiciendis iure dignissimos qui sed dicta consectetur voluptatibus numquam ducimus maiores impedit mollitia sit magnam sequi.","BUDGET","http://lorempixel.com/1280/1024/business/","Sleek Plastic Computer","false","604.7","PRD6133","467","true","PRE_ORDER"
"true","Sit laborum voluptatem saepe error nesciunt magnam voluptas molestias minus libero enim pariatur numquam ab.","PREMIUM","http://lorempixel.com/g/1680/1050/abstract/","Awesome Wooden Plate","true","291.91","PRD6134","131","false","OUT_OF_STOCK"
"false","Et mollitia ut quis illum impedit ut doloribus expedita et et dolore in a accusamus praesentium.","STANDARD","http://lorempixel.com/g/640/350/cats/","Rustic Paper Car","true","696.19","PRD6135","11","true","PRE_ORDER"
"true","Autem repellat magni sunt commodi porro eius aut modi beatae alias ullam suscipit iste ipsa voluptatem.","LUXURY","http://lorempixel.com/g/1920/1200/transport/","Gorgeous Steel Coat","false","1601.44","PRD6136","443","false","DELETED"
"false","Quaerat sunt sed pariatur cupiditate fugit aut ad occaecati numquam quos quas molestiae iure qui.","LUXURY","http://lorempixel.com/g/640/200/city/","Lightweight Silk Pants","false","166.29","PRD6137","53","true","PRE_ORDER"
"true","Neque quis rerum in adipisci similique molestiae possimus cum assumenda ut consequatur quisquam ut deleniti ut natus.","LUXURY","http://lorempixel.com/g/1680/1050/nightlife/","Synergistic Granite Keyboard","true","1300.42","PRD6138","191","false","AVAILABLE"
"false","Enim quo sunt tenetur ut voluptas voluptatem voluptatibus et autem ipsam quia sunt dolorem rem et.","STANDARD","http://lorempixel.com/g/640/350/city/","Heavy Duty Marble Bottle","false","684.67","PRD6139","143","true","AVAILABLE"
"false","Qui id nihil unde reiciendis vel illum ullam veniam eum sit esse voluptatem in asperiores provident.","LUXURY","http://lorempixel.com/g/1920/1200/animals/","Awesome Aluminum Bottle","false","944.68","PRD6140","34","false","HIDDEN"
"true","Minima incidunt veniam modi consequatur autem non est consequatur deserunt nihil perspiciatis culpa reiciendis quis aut labore.","LUXURY","http://lorempixel.com/g/1680/1050/abstract/","Gorgeous Paper Bench","false","527.27","PRD6141","272","false","OUT_OF_STOCK"
"false","Nihil atque dolorem eos dolorem et culpa aut error quis nesciunt placeat id ut sunt in voluptas omnis.","ECONOMY","http://lorempixel.com/g/320/200/nightlife/","Aerodynamic Cotton Bench","false","1370.92","PRD6142","187","true","HIDDEN"
"true","Quas iusto et dolore cum sit voluptatem placeat rerum iste non iure cupiditate aliquam modi ut nihil.","ECONOMY","http://lorempixel.com/1024/768/nightlife/","Aerodynamic Wooden Shirt","false","1557.49","PRD6143","393","true","HIDDEN"
"false","Possimus rerum suscipit quam voluptatem voluptates quam quidem quis nobis accusamus earum qui aut molestiae et.","STANDARD","http://lorempixel.com/g/1600/1200/nightlife/","Enormous Steel Bottle","true","1935.51","PRD6144","187","true","PRE_ORDER"
"false","Debitis ut ratione sunt rerum voluptates rerum est voluptatem amet voluptatem id placeat vero magni.","ECONOMY","http://lorempixel.com/720/348/fashion/","Synergistic Bronze Bench","false","312.27","PRD6145","348","true","DELETED"
"false","Sunt culpa exercitationem expedita nostrum aut non autem voluptatem amet rem nihil ea debitis voluptate odio dolor fugit atque doloremque.","ECONOMY","http://lorempixel.com/g/1024/768/people/","Sleek Copper Pants","false","1768.76","PRD6146","446","true","PRE_ORDER"
"true","Omnis repellendus in nobis rem ut quae tempora debitis est non laborum pariatur ipsum cumque odio sed explicabo vero.","LUXURY","http://lorempixel.com/g/640/480/transport/","Fantastic Paper Coat","true","1618.07","PRD6147","200","false","PRE_ORDER"
"true","Velit enim nihil eos ipsum ipsam quam autem quibusdam veritatis nesciunt aut illum possimus molestiae.","STANDARD","http://lorempixel.com/g/1280/1024/city/","Ergonomic Silk Pants","false","1495.93","PRD6148","427","false","DELETED"
"true","Omnis voluptatem cum incidunt quasi ratione non delectus quam veniam corrupti enim qui eum quaerat ea ducimus ab.","STANDARD","http://lorempixel.com/g/640/350/transport/","Heavy Duty Wooden Chair","false","409.68","PRD6149","37","false","PRE_ORDER"
"true","Mollitia id non veritatis nisi architecto architecto a adipisci voluptatem sunt alias expedita odit atque nobis facere.","PREMIUM","http://lorempixel.com/320/200/nightlife/","Gorgeous Linen Chair","true","1308.16","PRD6150","283","false","HIDDEN"
"true","Perferendis et enim neque aut molestiae ipsam esse et dolorem doloremque magnam unde hic molestiae sint natus.","ECONOMY","http://lorempixel.com/640/200/fashion/","Practical Copper Wallet","false","558.67","PRD6151","175","true","AVAILABLE"
"false","Repellat voluptas voluptatem laudantium et voluptatibus odit aut ullam nihil incidunt laborum iste ullam dolorem labore.","BUDGET","http://lorempixel.com/320/200/nature/","Durable Wooden Computer","false","173.28","PRD6152","211","false","DELETED"
"false","Beatae suscipit doloremque quaerat deleniti exercitationem quas illo laboriosam dolorem incidunt et odio recusandae ad.","BUDGET","http://lorempixel.com/1024/768/people/","Enormous Rubber Chair","true","1057.69","PRD6153","189","true","AVAILABLE"
"true","Sed placeat sint eos eos quae quia repellendus non fugit quaerat consequatur earum nesciunt sint dolores.","STANDARD","http://lorempixel.com/g/1366/768/animals/","Incredible Marble Shoes","true","958.23","PRD6154","362","true","DISCONTINUED"
"true","Est dolorem quis illum facilis odio consequatur velit corrupti quidem et veniam sed itaque eveniet repellendus consequatur.","LUXURY","http://lorempixel.com/g/320/200/city/","Ergonomic Aluminum Table","true","1128.98","PRD6155","206","false","DELETED"
"false","Repudiandae rem eum similique eum facere facilis magni beatae qui labore qui placeat nam consequatur est at quo totam nemo.","PREMIUM","http://lorempixel.com/g/1600/1200/business/","Lightweight Wool Computer","true","1805.92","PRD6156","310","true","HIDDEN"
"false","Sed amet iusto assumenda et qui enim illo est sed enim nostrum perferendis harum voluptatibus.","STANDARD","http://lorempixel.com/1366/768/people/","Small Wool Wallet","false","1312.45","PRD6157","391","false","HIDDEN"
"true","Assumenda praesentium ipsa eligendi eligendi officiis quis magni quasi et omnis et nostrum odio quia possimus facere.","BUDGET","http://lorempixel.com/640/350/fashion/","Mediocre Paper Shirt","false","339.85","PRD6158","195","false","DELETED"
"false","Assumenda sed asperiores a ut et expedita reiciendis non fugiat atque occaecati pariatur nisi ut et et vel vitae est.","BUDGET","http://lorempixel.com/1366/768/sports/","Small Wooden Coat","true","1011.51","PRD6159","17","true","HIDDEN"
"false","Itaque non quia sint cum praesentium odio deleniti fugiat perferendis in quis corporis rerum sequi ea et.","ECONOMY","http://lorempixel.com/g/1920/1200/fashion/","Practical Wool Bench","false","1101.55","PRD6160","343","true","DISCONTINUED"
"true","Veniam eos ut nobis eveniet voluptatum suscipit eos quo alias accusamus ipsa sit provident enim enim nam asperiores nulla minima.","STANDARD","http://lorempixel.com/g/640/200/nature/","Synergistic Marble Bottle","true","350.13","PRD6161","379","false","AVAILABLE"
"true","Incidunt unde quaerat molestiae delectus ullam voluptatem aperiam minima nihil molestias vero nihil eveniet voluptatem quia est.","ECONOMY","http://lorempixel.com/g/640/350/people/","Intelligent Iron Lamp","true","255.66","PRD6162","46","true","PRE_ORDER"
"false","Et vitae sed voluptas quae molestiae fuga beatae blanditiis quas numquam illum eius tenetur error corrupti consequuntur.","PREMIUM","http://lorempixel.com/1920/1200/fashion/","Lightweight Leather Bag","false","388.49","PRD6163","229","false","OUT_OF_STOCK"
"true","Placeat est perferendis rem velit itaque rerum impedit numquam eligendi dolore quidem sed ducimus est.","STANDARD","http://lorempixel.com/1600/1200/technics/","Intelligent Steel Lamp","false","48.07","PRD6164","85","false","DISCONTINUED"
"false","Officiis nisi libero eius placeat tempore est officiis et voluptas quia doloremque vel atque quos officia iste ut et.","ECONOMY","http://lorempixel.com/1920/1200/sports/","Practical Cotton Gloves","false","1445.42","PRD6165","303","false","PRE_ORDER"
"false","Dolorem qui fugiat corporis corrupti totam non laborum possimus voluptatem odit nemo quaerat quo dolorum quia suscipit et eaque vero.","LUXURY","http://lorempixel.com/g/640/200/animals/","Ergonomic Aluminum Wallet","true","1036.04","PRD6166","346","false","AVAILABLE"
"false","Voluptatem tempore odit dolore quis sequi corporis saepe eum id qui dignissimos sit rerum quaerat aut id optio sapiente ea.","LUXURY","http://lorempixel.com/1920/1200/people/","Ergonomic Cotton Knife","true","420.64","PRD6167","189","false","PRE_ORDER"
"false","Animi velit laboriosam saepe soluta dolor sunt cumque nemo non quia eaque aut dolores autem.","ECONOMY","http://lorempixel.com/g/1366/768/business/","Aerodynamic Linen Bag","true","180.71","PRD6168","22","true","OUT_OF_STOCK"
"false","Quaerat libero fuga eum minima excepturi provident veritatis sapiente enim a asperiores assumenda rem praesentium aperiam.","ECONOMY","http://lorempixel.com/g/640/480/people/","Intelligent Marble Bench","false","922.41","PRD6169","140","false","HIDDEN"
"false","Voluptatem exercitationem odio mollitia modi quos ut dolore neque repellat quo voluptas mollitia voluptatem eos non quisquam occaecati sit enim.","BUDGET","http://lorempixel.com/g/640/350/nightlife/","Fantastic Rubber Gloves","false","1316.33","PRD6170","402","true","AVAILABLE"
"true","Accusamus sed cum omnis velit qui consequatur officia omnis iure quibusdam ad non id aspernatur asperiores labore.","ECONOMY","http://lorempixel.com/640/480/business/","Lightweight Iron Chair","true","42.68","PRD6171","466","false","HIDDEN"
"false","Ab explicabo autem dolor est reprehenderit distinctio rem dolor qui sunt molestias rerum expedita non rem fuga ea.","ECONOMY","http://lorempixel.com/g/640/480/cats/","Lightweight Wool Gloves","false","1384.84","PRD6172","449","true","OUT_OF_STOCK"
"false","Minus quisquam hic commodi et officia cum voluptatem ratione placeat inventore voluptatem ex quisquam enim eum molestias.","PREMIUM","http://lorempixel.com/720/348/sports/","Fantastic Wool Pants","true","1114.62","PRD6173","308","true","HIDDEN"
"false","Magnam ad in sapiente molestias quia modi ea et cumque nulla minima earum aut minus et.","ECONOMY","http://lorempixel.com/g/1920/1200/transport/","Intelligent Paper Knife","false","1219.14","PRD6174","495","false","PRE_ORDER"
"false","Placeat voluptatem voluptas nemo explicabo laboriosam est assumenda mollitia rem dignissimos natus unde et dolorem ducimus.","STANDARD","http://lorempixel.com/1280/1024/nature/","Durable Leather Hat","false","431.91","PRD6175","372","false","PRE_ORDER"
"false","Quas quis iure corrupti cumque ea voluptas repellat cum qui eius officia et aut quod beatae maxime.","ECONOMY","http://lorempixel.com/g/720/348/sports/","Small Paper Lamp","false","1108.53","PRD6176","80","true","DISCONTINUED"
"true","Atque similique qui nihil rerum et ipsa quia commodi aut possimus architecto veniam ipsum et.","ECONOMY","http://lorempixel.com/g/320/200/nature/","Gorgeous Paper Gloves","true","215.52","PRD6177","490","false","PRE_ORDER"
"true","Eos ab sequi laborum quia harum optio dicta soluta officia necessitatibus nisi aut praesentium nihil fugit.","STANDARD","http://lorempixel.com/1600/1200/abstract/","Enormous Rubber Chair","true","1340.32","PRD6178","241","true","DELETED"
"false","Magni et recusandae nulla odio et reprehenderit quidem provident inventore ut quae odit ipsa quaerat saepe explicabo.","STANDARD","http://lorempixel.com/g/1680/1050/cats/","Gorgeous Cotton Computer","true","1462.33","PRD6179","32","true","PRE_ORDER"
"false","Quaerat quia ratione provident rerum earum et sed repellendus minus quae eum enim illo non officiis et porro qui.","PREMIUM","http://lorempixel.com/1680/1050/abstract/","Rustic Marble Bottle","true","1471.96","PRD6180","239","true","AVAILABLE"
"true","Temporibus qui tempora voluptas est molestiae nemo eius sequi voluptatem quia provident inventore sed ut temporibus ducimus.","BUDGET","http://lorempixel.com/1280/1024/food/","Awesome Granite Bottle","true","1128.8","PRD6181","114","true","HIDDEN"
"false","Sit et quam est deserunt temporibus molestiae cum ipsum ut aut facere et nulla est voluptatem quos eveniet.","PREMIUM","http://lorempixel.com/640/200/nightlife/","Practical Bronze Pants","true","557.13","PRD6182","366","true","PRE_ORDER"
"false","Quia quibusdam consequatur vel molestiae error suscipit dicta nihil voluptatibus blanditiis eveniet ullam accusantium aperiam accusamus sint.","BUDGET","http://lorempixel.com/g/640/480/people/","Durable Aluminum Computer","true","1896.79","PRD6183","276","true","PRE_ORDER"
"true","Est vel et laborum optio ipsa iusto dolor aut tenetur maiores cum accusamus nulla harum fugiat.","LUXURY","http://lorempixel.com/720/348/cats/","Aerodynamic Bronze Coat","true","959.16","PRD6184","16","true","PRE_ORDER"
"false","Enim enim voluptas nemo qui est labore in autem quaerat voluptas deleniti qui explicabo pariatur dolorem natus est.","STANDARD","http://lorempixel.com/640/200/transport/","Enormous Linen Car","true","64.61","PRD6185","475","true","DELETED"
"false","Id accusamus necessitatibus reprehenderit qui dolores aspernatur autem sit omnis laboriosam alias velit minima error.","BUDGET","http://lorempixel.com/640/200/animals/","Fantastic Bronze Plate","false","1814.46","PRD6186","395","true","AVAILABLE"
"false","Sed nulla sit voluptatem et magnam qui voluptates alias adipisci illum voluptatibus voluptatem magni iste consequatur accusamus molestiae minus.","LUXURY","http://lorempixel.com/g/640/480/technics/","Enormous Granite Gloves","false","1179.52","PRD6187","191","false","DELETED"
"true","Possimus voluptas a provident iusto temporibus maxime est autem cumque quo eum sint illo id.","STANDARD","http://lorempixel.com/720/348/sports/","Ergonomic Wool Bag","true","95.68","PRD6188","158","false","OUT_OF_STOCK"
"true","Numquam et aut repudiandae doloremque minus ad nulla reprehenderit perferendis quae debitis qui vero ipsum.","BUDGET","http://lorempixel.com/1920/1200/nature/","Sleek Concrete Coat","true","1203.95","PRD6189","115","false","PRE_ORDER"
"false","Est perferendis deserunt quaerat eos illo et sed vitae sit rem beatae ad sapiente odit accusamus tempore.","BUDGET","http://lorempixel.com/640/480/transport/","Practical Aluminum Wallet","false","1630.01","PRD6190","479","false","OUT_OF_STOCK"
"false","Quia impedit minima consequatur eos qui dolore tempora possimus minima est esse sunt aspernatur sed.","LUXURY","http://lorempixel.com/1600/1200/abstract/","Sleek Linen Pants","true","1177.96","PRD6191","439","true","DELETED"
"false","Voluptatem inventore sed qui sunt aut aspernatur dolorem omnis eligendi quae nobis sit vero qui aspernatur voluptatem sed reiciendis repellendus.","ECONOMY","http://lorempixel.com/1680/1050/business/","Synergistic Marble Bottle","false","1955.38","PRD6192","31","true","PRE_ORDER"
"false","Quam voluptates est quibusdam omnis veniam quia eum sint voluptas enim qui ullam earum qui accusamus dolorem et.","BUDGET","http://lorempixel.com/g/320/200/business/","Gorgeous Wool Car","false","110.72","PRD6193","323","false","DELETED"
"true","Adipisci sed sed tempora qui minus consequatur nihil vitae omnis minima tenetur laudantium quia mollitia nihil ut exercitationem.","STANDARD","http://lorempixel.com/g/1600/1200/nightlife/","Lightweight Wool Shirt","false","1040.1","PRD6194","399","true","AVAILABLE"
"false","Quibusdam et reprehenderit non deleniti illo quod rerum suscipit cumque nihil consequatur voluptate eaque voluptatem.","PREMIUM","http://lorempixel.com/g/1366/768/nature/","Durable Wool Watch","false","1693.23","PRD6195","245","false","PRE_ORDER"
"false","Illo porro qui reiciendis velit ea voluptatem iste ea et minus qui veniam incidunt eum rerum excepturi hic.","BUDGET","http://lorempixel.com/g/1600/1200/city/","Lightweight Marble Computer","false","1172.16","PRD6196","374","true","HIDDEN"
"true","Unde consequuntur veniam vitae mollitia nemo error et atque accusamus recusandae eaque dolor corrupti nobis.","LUXURY","http://lorempixel.com/g/1280/1024/transport/","Sleek Granite Pants","false","968.0","PRD6197","97","false","HIDDEN"
"true","Et rem delectus hic qui et impedit maxime sequi est illo eius in nihil velit rerum dolores natus.","BUDGET","http://lorempixel.com/1280/1024/nightlife/","Fantastic Paper Shirt","false","407.95","PRD6198","65","true","OUT_OF_STOCK"
"true","Architecto cupiditate et corrupti illo vero et illum fugit occaecati at voluptas cumque porro modi eveniet.","LUXURY","http://lorempixel.com/g/640/480/sports/","Incredible Aluminum Bag","false","1826.2","PRD6199","86","false","DISCONTINUED"
"true","Saepe expedita magnam ex a et non omnis et nihil unde distinctio fugit nihil impedit.","ECONOMY","http://lorempixel.com/640/350/food/","Fantastic Plastic Bag","true","1626.41","PRD6200","262","true","PRE_ORDER"
"true","Nihil magni non sint ut sit rerum vero ut nostrum necessitatibus repudiandae consequatur ratione est.","ECONOMY","http://lorempixel.com/g/1280/1024/city/","Aerodynamic Concrete Chair","true","886.97","PRD6201","345","false","HIDDEN"
"true","Cum et dolor pariatur quam ut beatae corporis dolorum placeat sint unde ut cum ut perferendis.","PREMIUM","http://lorempixel.com/1366/768/abstract/","Rustic Linen Table","true","1718.97","PRD6202","197","false","OUT_OF_STOCK"
"false","Eos quasi et earum neque beatae nisi tenetur modi officiis est qui minima rerum aliquam ut possimus sed consectetur vitae.","ECONOMY","http://lorempixel.com/g/640/480/business/","Heavy Duty Bronze Watch","true","1418.91","PRD6203","469","false","DISCONTINUED"
"true","Et est doloribus explicabo voluptas recusandae vel quia omnis dolores laboriosam maiores aut occaecati voluptas est eum totam.","PREMIUM","http://lorempixel.com/g/640/480/sports/","Lightweight Iron Knife","false","1146.66","PRD6204","170","true","AVAILABLE"
"false","Aliquid ut sunt voluptas modi fugiat sapiente pariatur odio tempore minima amet et eos amet ut.","PREMIUM","http://lorempixel.com/640/480/cats/","Intelligent Cotton Bag","true","1998.04","PRD6205","305","false","DISCONTINUED"
"false","Voluptas provident fugit consequatur numquam consectetur natus repellat expedita numquam deleniti ut qui cupiditate quis enim et sit in.","ECONOMY","http://lorempixel.com/1366/768/abstract/","Lightweight Granite Computer","true","1898.98","PRD6206","84","false","DELETED"
"true","Soluta quis corrupti qui fugiat autem distinctio quibusdam architecto perferendis quaerat eligendi sunt est et maiores nesciunt amet non.","ECONOMY","http://lorempixel.com/g/1680/1050/animals/","Heavy Duty Concrete Shirt","false","1725.21","PRD6207","394","false","OUT_OF_STOCK"
"false","Rem iste voluptatem voluptate perferendis architecto harum et nisi doloribus consequuntur error sint aliquid eaque sed.","STANDARD","http://lorempixel.com/g/320/200/food/","Durable Wooden Coat","true","693.63","PRD6208","359","true","DISCONTINUED"
"true","Dolorum ut sit accusantium aut nam doloremque fugit maiores et magnam perferendis nam est voluptatem molestiae eum occaecati quam.","PREMIUM","http://lorempixel.com/1024/768/cats/","Enormous Copper Shoes","true","639.45","PRD6209","389","true","DELETED"
"false","Facere rerum quo magni laboriosam est est ea modi quisquam est non consequatur vero sapiente id odio veniam vel dolor.","LUXURY","http://lorempixel.com/1280/1024/fashion/","Ergonomic Cotton Shirt","true","1157.45","PRD6210","276","false","DELETED"
"false","Unde similique voluptas ducimus voluptatem voluptatem assumenda praesentium aut excepturi iusto ab reiciendis tempora non necessitatibus ducimus et officia ut.","PREMIUM","http://lorempixel.com/320/200/food/","Incredible Marble Keyboard","true","1139.7","PRD6211","266","true","OUT_OF_STOCK"
"true","Sequi id est est placeat eos fugit at modi sit et sapiente voluptatem cum maiores nam blanditiis aspernatur.","ECONOMY","http://lorempixel.com/320/200/abstract/","Awesome Wool Table","false","1897.86","PRD6212","114","true","DELETED"
"false","Et sit omnis maiores possimus vel asperiores numquam ut est exercitationem aut dolores amet omnis quod illo dolores.","ECONOMY","http://lorempixel.com/g/1600/1200/nature/","Gorgeous Wooden Watch","false","278.92","PRD6213","228","false","OUT_OF_STOCK"
"false","Asperiores accusantium maiores tenetur quibusdam laudantium assumenda enim dolores qui non eos sit molestiae ut ab voluptatum cupiditate ullam.","BUDGET","http://lorempixel.com/1366/768/people/","Durable Copper Bag","true","1788.48","PRD6214","1","true","DELETED"
"true","Quod soluta nisi laborum neque quia hic in quis molestias modi facere vero quibusdam eos.","BUDGET","http://lorempixel.com/320/200/nature/","Sleek Paper Table","true","1393.44","PRD6215","101","false","AVAILABLE"
"false","Deleniti ullam qui quod quod veritatis est dolores sequi sunt quis repellendus alias aliquid voluptas sint animi.","PREMIUM","http://lorempixel.com/g/1600/1200/city/","Incredible Granite Shirt","true","988.13","PRD6216","131","true","PRE_ORDER"
"true","Excepturi rerum aspernatur facilis natus magnam eos cumque laudantium nobis facilis dolore et explicabo et et rerum et.","LUXURY","http://lorempixel.com/320/200/business/","Mediocre Wooden Gloves","false","333.67","PRD6217","46","false","OUT_OF_STOCK"
"false","Est nisi consequatur officiis doloribus et qui quod asperiores aspernatur cupiditate dolorum hic sint suscipit saepe incidunt debitis repellat qui.","BUDGET","http://lorempixel.com/640/200/abstract/","Durable Concrete Pants","true","1296.37","PRD6218","364","true","DELETED"
"false","Nihil dolorum placeat et porro ipsam omnis inventore aspernatur itaque aut sint vel facilis ut delectus.","PREMIUM","http://lorempixel.com/1366/768/transport/","Gorgeous Wool Clock","true","1394.44","PRD6219","343","false","HIDDEN"
"false","Recusandae consequatur sunt vitae itaque nihil dolor unde inventore ex quia commodi eos tempora ut et voluptas veritatis dolorum modi.","ECONOMY","http://lorempixel.com/g/1280/1024/nature/","Rustic Silk Clock","true","1887.67","PRD6220","200","true","OUT_OF_STOCK"
"true","Possimus consectetur minima quia aperiam deserunt laudantium dolor accusantium occaecati blanditiis tempora quod reiciendis pariatur totam est.","PREMIUM","http://lorempixel.com/640/200/sports/","Rustic Aluminum Hat","false","527.52","PRD6221","9","false","PRE_ORDER"
"false","Distinctio et qui temporibus molestiae odit quia facere modi odit incidunt veniam voluptatum voluptas omnis maxime quae nostrum cum.","PREMIUM","http://lorempixel.com/1024/768/nature/","Awesome Wooden Keyboard","true","432.28","PRD6222","312","false","PRE_ORDER"
